research_question,experiment_name,sweep_parameter,sweep_value,dynamics,activation_family,activation_param_name,activation_param_value,lam,n,s,k,beta,seed,converged,convergence_step,publisher_welfare,user_welfare,max_improvement,last_converged,last_convergence_step,last_publisher_welfare,last_user_welfare,last_max_improvement,exposure_violation_initial,exposure_violation_terminal
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,nrd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,66,True,1300,1.0,0.9295709319387383,-2.1035048852202642e-06,True,200,1.0,0.9295890031805918,-2.7119290222032966e-05,1.1102230246251565e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,nrd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,69,True,800,1.0,0.9595654221670591,-1.0528653751840089e-05,True,100,1.0,0.959573651498873,-2.711549927425505e-05,1.1102230246251565e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,nrd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,68,True,1300,1.0,0.9248372622749654,-1.296143078810541e-06,True,200,1.0,0.9248561953428652,-2.7117948228461142e-05,1.1102230246251565e-16,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,nrd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,70,True,2100,1.0,0.9622472315551943,1.631918617800432e-05,True,300,1.0,0.9622994857969509,-2.7120417827819487e-05,1.1102230246251565e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,nrd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,71,True,1600,1.0,0.9701692622542044,6.22755440715661e-06,True,300,1.0,0.9702044023619948,-2.7123787994243198e-05,1.1102230246251565e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,nrd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,72,True,900,1.0,0.9769571181389548,-9.260627395313303e-06,True,100,1.0,0.9769664002093824,-2.7116473286015186e-05,2.220446049250313e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,nrd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,74,True,900,1.0,0.9248866303172548,-8.807909368080402e-06,True,100,1.0,0.9248964656624546,-2.7046872733915706e-05,1.1102230246251565e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,nrd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,73,True,1700,1.0,0.9459165289410808,7.544299053918735e-06,True,400,1.0,0.9459584644044469,-2.712417409406198e-05,1.1102230246251565e-16,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,nrd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,75,True,1100,1.0,0.9014433594089429,-4.5910063311005445e-06,True,200,1.0,0.9014590713098127,-2.7116232572621524e-05,2.220446049250313e-16,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,nrd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,77,True,900,1.0,0.9169086543106394,-8.881758360501646e-06,True,100,1.0,0.9169178957438521,-2.710668161787222e-05,2.220446049250313e-16,1.1102230246251565e-16
